ID	description	image	product	period	repository	production site	find site	style	motif	technique	structure	culture	composition	component	thread 1	material	type of torsion	colour of the thread strands	thickness	direction of torsion	torsion of thread	thread 2	thread 3	fabric	colour	number of colour layers	contrast	finish	motif attribute	scene	sequence	symmetry	size	usage	direction of warp	thread 4	thread 5	thread 6
ILCA_BML084	"Fragmento de textil, posiblemente de una tela cuatripartita para la cabeza, en faz de trama.
Tiene una base de tela equilibrada de algodón, y se aplica bordado estructural (figura de trama) en fibra de camélido.
La composición del fragmento tiene dos bloques distintos: uno con borde de tejido equilibrado y el otro en que todo está en bordado estructural.
La composición del cuadro menor es de motivos geométricos aserrados en ejes diagonales, organizados según el color (amarillos, azules, negros).
El cuadrado mayor tiene un patrón de hexágonos con un ornitomorfo en el interior (posiblemente un pelícano).
Las aves están en perfil con mirada hacia la derecha.
Los ejes diagonales se enfatizan con un tono distinto de azul en el ave (azules claros en un eje diagonal y oscuro en el otro).
"	['BML084_IMG_4037.jpg', 'BML084_IMG_4038.jpg', 'BML084_IMG_4039.jpg', 'BML084_IMG_4040.jpg', 'BML084_IMG_4041.jpg', 'BML084_IMG_4047.jpg']	Quadripartite cloth fragment	Late Intermediate (1000-1470 AD)	British Museum, website	Ica, Peru, South coast	Peru, South coast	Ica	Hexagon in general, Pampa, Unrecognisable figure	Weft figure	Weft-faced structure, warped in 1 layer	Ica	Grouping of bands	Structural component	Warp and weft thread	Cotton fibre, cotton fiber Cotton thread						Warp and weft thread	Weft thread	Balanced weave, Weft-faced cloth	Brown, Greenish-blue, Grey, Reddish brown, Reddish violet			Selvedge with double or thicker warp threads										
ILCA_BML085	"Fragmento de textil en faz de trama, posiblemente de una tela cuatripartita para la cabeza, con urdimbre de algodón y trama de camélido.
La estructura es simple (urdida a uno), y la técnica es tapiz no ranurado entrelazado.
El borde superior esta doblado y cosido, como si tuviera dos más paneles en el textil completo.
Hay restos de hilos en el borde inferior y derecha.
La composición es de dos paneles.
En cada panel se tiene dos escalonados interlocked.
Uno de los escalonados tiene motivos de ofidios entrelazados con cuerpos aserrados, en un patrón diagonal.
El otro escalonado tiene motivos de aves volando hacia la izquierda en filas horizontales y diagonales (en una simetría de p3m1).
Las aves en ambos paneles tienen un cuerpo verde, un delineado en café y un fondo azul.
Las serpientes tienen el cuerpo en negro, el delineado en rojo y el fondo en blanco en un panel y amarillo en el otro.
"	['BML085_IMG_4054.jpg', 'BML085_IMG_4056.jpg', 'BML085_IMG_4057.jpg', 'BML085_IMG_4058.jpg', 'BML085_IMG_4059.jpg', 'BML085_IMG_4060.jpg', 'BML085_IMG_4061.jpg', 'BML085_IMG_4062.jpg', 'BML085_IMG_4066.jpg', 'BML085_IMG_4068.jpg', 'BML085_IMG_4070.jpg']	Quadripartite cloth fragment	Late Intermediate (1000-1470 AD)	British Museum, website	Peru, South coast	Peru, South coast		Bird in general, Medium-sized stripe, Serpent, Stepped form	Interlocked technique	Weft-faced structure, warped in 1 layer		Grouping of bands, Grouping of strips	Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Weft-faced cloth	Blue, Greenish-blue, Greyish white, Reddish brown, Reddish violet				About to fly		Interlaced							
ILCA_BML086	"Bolsa de forma trapezoidal en faz de trama, en fibra de camélido.
Tiene dos borlas en las esquinas de la parte inferior.
Las borlas están hechas desde la bolsa.
No tienen huato.
La bolsa está construida de dos piezas unidas en la parte inferior.
Los dos bordes laterales tienen puntada en zigzag decorativa.
En la parte superior, la bolsa tiene cadeneta en camélido con terminaciones unidas con puntada, que es parte de la misma cadeneta.
La composición iconográfica es de aves bicéfalas y diseños geométricos.
La parte superior de la bolsa tiene acabado en festón de ojal en blanco-crema.
La boca tiene doble trenzado en color café natural (tomado de la parte gruesa del cuello de la llama) y la cadeneta está en algodón en color café natural.
La gama cromática es de rojo, amarillo, azul, verde, violeta y rojo claro.
"	['BML086_IMG_4074.jpg', 'BML086_IMG_4076.jpg', 'BML086_IMG_4077.jpg', 'BML086_IMG_4081.jpg', 'BML086_IMG_4084.jpg', 'BML086_IMG_4085.jpg', 'BML086_IMG_4086.jpg', 'BML086_IMG_4090.jpg', 'BML086_IMG_4092.jpg', 'BML086_IMG_4095.jpg', 'BML086_a.jpg']	Bag for ceremonies in general	Late Intermediate (1000-1470 AD)	British Museum, website	Ica, Peru, South coast	Peru, South coast	Ica	Geometric pattern in general, Pelican	Dovetailed technique	Weft-faced structure, warped in 1 layer	Ica	Band	Structural component	Warp thread	Camelid fibre						Weft thread		Weft-faced cloth	Black, Blue, Bluish violet, Greenish-blue, Pink, Reddish brown, Reddish violet			Blanket stitch, Constructed opening, Zigzag embroidery	Two-headed									
ILCA_BML087	"Fragmento de textil de faz de urdimbre, que parece ser un tipo de paño de tres paneles para la cabeza.
El fragmento está compuesto de dos piezas.
La parte mayor tiene una estructura urdida en tres capas y técnica de reescogido por unidad (ajllita) con conteo por par, 2|2, que termina en peinecillo con color en fila (patapata).Tiene una gama cromática de rojos, amarillos y negros.
La composición es de motivos son de ictiomorfos dentro de hexágonos organizados en filas horizontales y diagonales (con simetría p31m).
Esta pieza está unida por puntada (espina de pez) a la otra, que está organizada en listas (o una pampa dividida) en color rojo con dos bandas mayores y dos bandas menores de diseños.
Ambos tipos de banda están urdidos a dos y elaborados en faz de urdimbre con técnica de escogido (palla) con conteo por par, 2|2.
Los dos tipos de banda también tienen el mismo tipo de motivos: de un mono subiendo una rama diagonal y con un zoomorfo (posiblemente un felino) con cabeza dividida y cuerpo romboide en la base de la rama.
Las bandas mayores están con colores azules y las menores con colores amarillo y rojo.
Las bandas están flanqueadas por listas angostas en color negro.
"	['BML087_IMG_4100.jpg', 'BML087_IMG_4102.jpg', 'BML087_IMG_4103.jpg', 'BML087_IMG_4105.jpg', 'BML087_IMG_4108.jpg', 'BML087_IMG_4110.jpg', 'BML087_IMG_4111.jpg', 'BML087_IMG_4116.jpg', 'BML087_IMG_4119.jpg', 'BML087_IMG_4120.jpg', 'BML087_S1_4103.png', 'BML087_S1_4105.png', 'BML087_a.jpg']	Fragment of cloth for the head	Middle Horizon (600-1000 AD)	British Museum, website	Central coast, Chancay, Peru	Central coast, Peru	Chancay	Diamond in general, Feline figure, Fish in general, Hexagon in general, Monkey, Narrow stripe, Seed, Single ladder motif	Reselected technique selected singly, counted in pairs, 2|2, with 1 weft	Complex warp-faced structure, warped in 3 layers	Chancay	Grouping of bands, Grouping of strips		Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Bluish violet, Grey, Reddish brown, Yellowish brown		Major contrast		With seed/s in the interstices									
ILCA_BML088	"Fragmento de panel textil en faz de urdimbre, en doble tela en colores naturales de algodón.
Es del tipo de doble tela funerario de Chancay.
La tela es de doble cara con los colores café y blanco al revés en la cara opuesta.
La estructura es urdida a dos.
La composición es de motivos de antropomorfos con tocado con aves, y con manos levantados que parecen el dios lunar de Chimú.
El antropomorfo tiene pose frontal con cara con ojos y boca y parte de su tocado son aves-pelícanos en perfil mirando hacia arriba.
Las manos levantados cuentan con tres dedos.
Los antropomorfos son organizados modularmente en cuadros (tika) según un eje diagonal hacia arriba y hacia la derecha.
Estos ejes dominantes de cuadros y antropomorfos están intercalados con bandas de diseños escalonados que refuerzan esta misma direccionalidad.
Estas bandas están compuestas por listas angostas y líneas aserradas en su exterior y filas de aves-pelícanos en perfil en su interior, yendo en la misma dirección hacia la derecha y hacia arriba.
"	['BML088_IMG_4123.jpg', 'BML088_IMG_4125.jpg', 'BML088_IMG_4129.jpg', 'BML088_IMG_4130.jpg', 'BML088_IMG_4132.jpg', 'BML088_IMG_4133.jpg', 'BML088_IMG_4134.jpg', 'BML088_IMG_4135.jpg', 'BML088_IMG_4138.jpg', 'BML088_IMG_4140.jpg', 'BML088_IMG_4141.jpg', 'BML088_IMG_4144.jpg', 'BML088_S1_4130.png']	Panel fragment	Late Intermediate (1000-1470 AD)	British Museum, website	Chanchan, North coast, Peru	Peru, Rinconada de Santa Clara	Chimu	Chimu lunar god, Pelican, Terraced landscape	Simple double cloth technique, with 2 wefts	Simple warp-faced structure, warped in 2 layers	Chimu	Band	Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Warp-faced cloth	Brown, Greyish white		Major contrast		With headdress							Weft thread		
ILCA_BML089	"Panel largo en faz de urdimbre, elaborado en algodón en colores naturales.
Está compuesto de dos mitades unidas por el medio con puntada simple.
Los dos paneles tienen la misma estructura urdida a dos y una técnica de cruce de urdimbre y trama, con urdimbre pareada y trama vista, con figura escogida, con conteo por impar básico, 1|1.
La técnica es lo que Emery llama alternating float weave (hilos flotantes alternantes, Emery 1994: 115 fig.
195) y A.
P.
Rowe llama early float weave (hilos flotantes temprano).
La composición es un poco distinta es cada mitad del panel.
Una mitad tiene bordes con triángulos encadenados, punto hacia abajo, y la banda principal es un patrón de rombos en filas verticales y diagonales (con simetría p31m).
Los rombos tienen cucharas-volutas, a modo de olas, en dos lados, con dirección hacia adelante, y en su interior tienen un antropomorfo (el dios lunar chimú) cuyo tocado incluye aves-pelícanos.
La otra mitad del panel tiene un borde de rombos (con semillas) y los rombos en la banda principal contienen el mismo motivo del antropomorfo, pero las aves ya están en sus manos.
"	['BML089_IMG_4145.jpg', 'BML089_IMG_4152.jpg', 'BML089_IMG_4153.jpg', 'BML089_IMG_4154.jpg', 'BML089_IMG_4156.jpg', 'BML089_IMG_4159.jpg', 'BML089_IMG_4160.jpg', 'BML089_IMG_4161.jpg', 'BML089_IMG_4164.jpg', 'BML089_IMG_4165.jpg']	Wall panel	Late Intermediate (1000-1470 AD)	British Museum, website	Chanchan, North coast, Peru	Central coast, Peru	Chimu	Chimu lunar god, Diamond in general, Medium-sized stripe, Narrow stripe, Triangle	Warp and weft crossing technique with paired warps and simple visible weft, with selected figure	Simple warp-faced structure, warped in 2 layers	Chimu	Grouping of bands, Grouping of strips		Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Warp-faced cloth	Brown, Pink		Intermediate		With headdress, With volutes		Interlinked					Weft thread		
ILCA_BML090_1		['BML090.1_IMG_4169.jpg', 'BML090.1_IMG_4171.jpg', 'BML090.1_IMG_4177.jpg']		Late Intermediate (1000-1470 AD)	British Museum, website	Chanchan, North coast, Peru	North coast, Peru	Chimu	Chimu lunar god, Condor	Loose balanced weave technique	Balanced weave structure, warped in 1 layer	Chimu	Band	Structural component	Warp and weft thread	Cotton fibre, cotton fiber Cotton thread						Warp and weft thread		Balanced weave	Grey, Greyish white													
ILCA_BML090_2		['BML090.2_IMG_4178.jpg', 'BML090.2_IMG_4179.jpg', 'BML090.2_IMG_4180.jpg']		Late Intermediate (1000-1470 AD)	British Museum, website	Chanchan, North coast, Peru	North coast, Peru	Chimu	Chimu lunar god	Loose balanced weave technique	Balanced weave structure, warped in 1 layer	Chimu	Band	Structural component	Warp and weft thread	Cotton fibre, cotton fiber Cotton thread						Warp and weft thread		Balanced weave	Grey, Greyish white													
ILCA_BML090_3		['BML090.3_IMG_4185.jpg', 'BML090.3_IMG_4186.jpg', 'BML090.3_IMG_4187.jpg', 'BML090.3_IMG_4188.jpg', 'BML090.3_IMG_4190.jpg', 'BML090.3_IMG_4193.jpg', 'BML090.3_IMG_4194.jpg', 'BML090.3_IMG_4195.jpg']	Panel fragment	Late Intermediate (1000-1470 AD)	British Museum, website	Central coast, Chancay, Peru	North coast, Peru	Chancay	Serpent, Terraced landscape	Loose balanced weave technique	Balanced weave structure, warped in 1 layer	Chancay	Band	Structural component	Warp and weft thread	Cotton fibre, cotton fiber Cotton thread						Warp and weft thread		Balanced weave	Brown, Greenish-blue, Greyish white, Orange, Pink													
ILCA_BML092	"Fragmento de panel en faz de trama, con urdimbre de algodón y trama de camélido.
La estructura es simple (urdida a uno) con técnica ranurada en la parte superior y tapiz no ranurado, enlazado (dovetailed) en la parte inferior.
Tiene una banda en tapiz llano con flecadura adjuntada en la parte inferior con puntada diagonal.
La composición del panel consiste en dos bloques.
La parte inferior es un panel menor con motivos de ornitomorfos entrelazados con formas como semillas en los intersticios.
Los cuellos y cuerpos de los aves son aserrados, como es el contorno.
Tiene una organización de hexágonos en la composición, y franjas diagonales de bloques de color aunque este patrón no está acentuado.
Tiene un estilo lineal.
Este panel menor está flanqueado por listas horizontales de color.
El panel superior consiste en cuadros de zoomorfos en perfil, mirando hacia la derecha (posiblemente zorros o ratones).
Se ha elaborado las filas de cuadros en ejes verticales y luego se ha cosido las filas juntas con puntada.
La composición de color va en ejes diagonales en filas de negro, amarillo y rojo, y luego se tiene la repetición del patrón.
"	['BML092_IMG_4201.jpg', 'BML092_IMG_4202.jpg', 'BML092_IMG_4203.jpg', 'BML092_IMG_4204.jpg', 'BML092_IMG_4205.jpg', 'BML092_IMG_4206.jpg', 'BML092_IMG_4207.jpg', 'BML092_IMG_4208.jpg', 'BML092_IMG_4209.jpg', 'BML092_IMG_4213.jpg', 'BML092_IMG_4215.jpg', 'BML092_IMG_4218.jpg', 'BML092_IMG_4220.jpg', 'BML092_IMG_4221.jpg', 'BML092_a.jpg']	Panel fragment	Late Intermediate (1000-1470 AD)	British Museum, website	Chanchan, North coast, Peru	North coast, Peru	Chimu	Bird in general, Mouse, Rectangle, Seed, Terraced landscape	Dovetailed technique, Split tapestry technique - with long slits	Weft-faced structure, warped in 1 layer	Chimu	Grouping of bands	Added component, Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Weft-faced cloth	Green, Red, Reddish brown, Yellowish brown						Interlaced							
ILCA_BML093	"Fragmento de panel textil en faz de trama.
La trama del bordado estructural es de fibra de camélido y la urdimbre es de algodón.
La estructura es simple (urdida a uno) y la técnica es bordado estructural (figura de trama).
Se conforma una continuidad con los restos de un tejido equilibrado de color café intermedio, en algodón natural que tiene urdimbres pareadas.
Estos hilos pareados continúan como la urdimbre del panel.
En la parte inferior del panel se tiene la terminación reforzada de la urdimbre.
La composición del panel es una banda de diseños de aves entrelazadas en franjas oblicuas hacia la izquierda, en perfil (de simetría pgg), en colores alternantes en rojo y blanco.
Tienen cuerpos aserrados.
Son intercalados con filas de volutas en forma de olas del mar, hacia la derecha.
Es de estilo lineal.
La banda mayor de diseños está flanqueada por listas de color rojo en tapiz llano.
"	['BML093_IMG_4224.jpg', 'BML093_IMG_4225.jpg', 'BML093_IMG_4227.jpg', 'BML093_IMG_4229.jpg', 'BML093_IMG_4232.jpg', 'BML093_IMG_4236.jpg', 'BML093_IMG_4237.jpg', 'BML093_IMG_4241.jpg']	Panel fragment	Late Intermediate (1000-1470 AD)	British Museum, website	Chanchan, North coast, Peru	North coast, Peru	Chimu	Medium-sized stripe, Pelican, Volutes in sequence	Weft figure	Weft-faced structure, warped in 1 layer	Chimu	Band, Grouping of strips	Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Weft-faced cloth	Grey, Greyish white, Pink, Red			Selvedge with double or thicker warp threads	With serrated body, with stepped body		Diagonal							
